follower,following
angelamurphy37,pamelareed51
dorothybaker63,stevebrown64
marthaflores03,debrathompson41
jimmybryant97,gloriajohnson32
earlsanchez54,charlesgonzales41
kellycarter60,antonioflores36
lauraevans10,johnlewis63
doristhomas27,gregoryhenderson59
philipallen23,amyparker95
joycebryant50,earlclark07
ryanjackson19,donaldmartinez35
robincox54,josegriffin75
virginiadavis85,doriscampbell62
peterwhite27,christinegarcia49
ericfoster32,jeffreyrichardson36
phillipturner56,kathysmith55
erichughes57,davidjohnson12
haroldreed13,rogerlewis92
ryanadams57,johncampbell28
jerryrivera66,mariaclark70
kellywhite95,frankrodriguez28
lindagriffin07,fredrussell74
ryanprice88,harrywilliams61
royrodriguez92,craigbrown57
francesjenkins62,earlmiller95
raymondbutler78,charlesmoore39
kathybutler63,debralopez15
rogerhill61,jerrywhite46
douglasgray41,dorothywilson96
normagreen65,andrewjackson69
helenclark65,helenrobinson96
nicolebrooks22,anthonypatterson89
barbaralee42,juannelson19
helenlee00,dianebell12
randyperry76,janetcooper36
rubyjenkins66,rosewatson52
josephhenderson88,susanthomas83
michellestewart19,alicebrown98
aaronevans46,catherinebrooks91
janewalker45,paulakelly64
kathyhayes96,tammyrodriguez90
markpatterson85,janicecollins02
aaronallen69,bettybaker32
georgetorres86,franceshall08
sharonthomas47,andrewdiaz17
scottevans76,peterpeterson90
randyphillips91,patrickevans25
carloswilson64,aaronhall35
jamesyoung15,marymoore47
jonathangonzalez87,anngarcia86
henrythomas67,juliemoore63
carlgonzales85,wandaparker62
willieperry23,emilyalexander45
emilycampbell12,michellekelly75
joshuabell62,dennisrobinson15
philipdiaz50,robertnelson80
emilyking55,clarencerodriguez88
paulacox76,waynerobinson21
laurareed27,patriciaevans41
roymurphy47,howardcoleman05
rogerhall89,martinjones30
roygonzalez90,jonathancampbell75
emilycox00,scottrichardson74
sarahramirez99,normaphillips29
joecox06,chrisbaker64
benjaminwashington86,henrybennett12
donalddavis65,paulaallen95
donaldmiller52,raymondsanchez75
kimberlyrivera59,deniselee96
matthewphillips40,joshuanelson57
lorihughes64,timothymorris46
bettynelson58,janetanderson09
kennethdavis67,nicholasnelson50
harryrogers04,brandonwhite47
margaretmurphy73,tammybrooks81
kathywood99,juliareed72
denisebrown57,phyllisgarcia45
stephaniephillips01,bobbyrivera90
kennethgonzales52,williebailey72
fredjames87,ericrogers92
wandalopez82,janemartinez10
patrickbailey81,philiptorres16
elizabethrichardson63,maryedwards13
fredrobinson50,jenniferflores72
marthaadams87,angelaroberts21
joycesanders74,jeankelly95
sarahthomas43,henryhernandez54
stephaniewalker10,gregorygray69
ashleymiller86,patriciagarcia65
kathryncarter83,gloriabrooks22
randybrooks08,kevinmurphy83
louisbailey50,carlosharris64
danielmiller89,normasimmons09
lindaroberts77,bobbyward91
janicenelson75,carolynflores24
royhall25,lisawhite00
rebeccabell97,gregoryphillips02
terryramirez48,pamelathompson36
christophergray42,janebaker20
emilymorris79,robertjones94
joshuacampbell22,henryallen70
loriwalker88,sarahwood77
billyjohnson55,michaelcook02
annaphillips00,bobbywilson67
stevecook43,stevemorgan28
donaldbutler74,seanreed59
elizabethpeterson78,jerryhall66
margaretcooper33,kathysanders31
billybutler36,tammyjames21
jacquelineperez64,jimmyjackson02
raymondbutler78,annaparker50
georgerussell93,davidmitchell96
thomascox52,edwardwilliams35
ronaldtaylor41,ryanstewart82
anthonydavis05,earlrogers12
royscott92,briandavis98
mildredsanders46,arthurrivera76
johnalexander57,richardbryant38
paulahoward94,dorothybrown91
lisatorres12,marthaperez80
josephwalker88,davidgriffin72
karenwhite38,seanevans30
victoradams85,christinagray15
joeross39,mariawood89
michelleallen18,lauraroberts16
karenjones23,frankthomas72
jeremyprice39,melissaallen05
timothylewis09,loriflores60
jesseevans61,joshuarichardson74
larrybennett46,wandawatson30
stevenwilson08,eugenebennett92
sharonmorgan27,waynescott98
jeanwood51,earlstewart25
ryanjenkins14,lisagray96
daviddiaz67,georgehill26
amandacooper99,stephanieward00
patriciabryant61,clarencewatson48
elizabethbell05,heathermiller50
bettyroberts77,irenebell94
markcooper32,rosegonzalez50
helenflores66,jonathangonzalez87
karenyoung38,gregorybutler74
jamesmiller89,loritorres67
annacox66,julieward37
judyevans92,stephaniephillips01
lilliantorres08,joshuacook09
markbryant34,dianahenderson75
phillipadams04,brendaparker92
paulasanchez04,janicemiller98
stephenwashington11,bobbystewart88
jeffreyhenderson42,emilyhughes83
waltermiller56,ryansanchez42
victorthompson87,jeremytorres37
howardking10,andreamartinez95
jacquelineallen64,elizabethalexander12
carlosmorris38,walterbrown01
cynthiajones90,racheljones77
deborahcoleman69,howardbutler39
jacquelinescott64,kennethjohnson45
henryrichardson13,christinaevans02
mildredstewart99,kathyalexander01
lisabarnes19,rosejames72
mariewatson04,beverlybennett45
richardlopez97,christopherprice48
normacarter32,frankreed37
mariebennett40,paulamitchell81
annieflores58,jacquelinebrown03
earllopez27,loismitchell10
helencook66,waynegray52
susanparker36,jimmyrivera76
ashleyyoung44,sandrarobinson64
ernestsanders58,alanwright62
carolynjenkins52,normalee51
evelyndavis49,jessicalewis32
samuelpowell81,martinwashington14
rosejackson25,thomasjames74
henryhernandez54,russellcampbell00
rebeccascott17,evelynhernandez15
howardflores75,andrewjones93
johnhenderson21,marilynperez53
patriciaperez30,marthagriffin39
kimberlycarter47,stephenprice42
bobbywhite41,jessicarobinson80
donaldtaylor18,annperez35
angelawhite94,kathleenbrooks27
anthonyjames65,amyclark24
carledwards12,harryrussell03
dorissimmons03,melissaturner24
michaelphillips05,normagriffin96
andrewjones93,pamelahenderson53
albertrobinson28,williamcampbell41
anthonylewis35,carolbrooks93
rogerrussell58,craiggonzalez11
arthurallen87,juanrodriguez57
gregorylopez16,melissagreen61
jeremyalexander73,barbarabrooks33
nancydiaz52,stevehall36
harrytorres61,clarencegray95
kathyperez27,annepowell69
debrastewart17,victorlopez86
andreacox36,jacquelinestewart09
harryhernandez90,robincollins34
joshuahall70,cherylmurphy24
robingray41,kevinmurphy83
christinaflores63,deborahgonzalez07
davidsanders19,marilynalexander13
harryparker44,ernestflores59
annjackson66,cynthiaclark35
jeffreyrogers49,royross24
jeanmartinez91,kevinmartinez50
richarddiaz25,toddlong88
annbaker35,kimberlytorres06
craiggriffin39,randyjames19
toddwright21,josenelson77
haroldsmith97,brendahoward21
janecoleman15,cynthiascott52
marierogers15,nicolestewart47
michellewilliams51,michaeljones97
robinhoward32,patriciamartinez63
ashleymurphy91,billyhernandez10
alberthayes88,dianawilson09
jenniferpeterson43,donnagriffin71
tinaperez62,deborahcoleman69
joyceramirez98,elizabethbutler15
larryhayes49,andrewhughes19
jesseross25,brandonwhite47
catherineturner13,lindaward32
kimberlyhernandez00,jamesgreen25
kennethcarter12,bettyhill01
matthewmartin12,amyfoster99
michellemiller25,jacquelinewilliams79
joycecooper46,mildredramirez20
carlreed46,alansmith83
joanbailey92,mildredcoleman78
douglaswilliams01,danielstewart69
charlessmith46,normabrown05
kathleenking64,judithbrooks66
kathyallen18,debrahughes26
jerrymoore99,barbarajones22
rebeccawatson31,gloriaadams68
danielthompson21,sarayoung01
amysanchez35,gloriajohnson32
williebrooks32,aaroncoleman57
walterwhite75,cherylperry98
toddkelly12,alangonzales35
lindajackson34,dianatorres51
deborahhernandez08,fredyoung32
paulamartin90,rebeccabrown92
bobbyperez40,ernestalexander50
geraldjackson76,terryturner39
jessecoleman79,lawrencemiller07
shawnlee02,louisemiller44
stephenedwards15,scottgriffin02
samuelmorgan38,gloriarussell13
antoniomiller90,loisjenkins18
alicecampbell56,cynthiamorgan18
jacquelinehernandez90,ernestgarcia57
johnnymiller20,debrataylor00
michaelprice30,dorisprice28
sharonadams45,paulanderson09
andrealewis72,cherylturner44
robertrobinson92,mildredcoleman78
juliahernandez10,roseturner35
martinrussell02,christophercox62
timothythomas34,ralphlong40
melissamartinez66,andreapatterson97
jackthomas55,judithgarcia50
emilygarcia85,loislopez60
maryroberts42,christinarodriguez43
anthonyrobinson03,janebarnes88
phyllisalexander80,patrickbarnes14
timothywalker61,ronaldsimmons26
bobbyrichardson22,stephenmorgan79
louiserichardson39,gloriaevans24
benjaminmitchell01,peterwright84
wandayoung01,elizabethjames95
eugenebryant46,karenfoster58
kennethkelly97,harrygarcia97
jeremymorris62,brucegreen09
marilynross95,ashleydiaz35
henryphillips31,robinrichardson83
edwardramirez92,larryturner28
josewatson29,virginiamoore33
alanparker39,ralphbryant01
christinalong88,chrislopez96
wandapatterson55,gregoryperez45
maryhill99,wandawatson30
aaronmiller85,rubygonzalez63
dorishall15,nicholasbaker75
helengreen48,bonniejackson38
francesmartin54,patrickedwards98
dorissanchez16,johnnyhughes51
louisevans87,williamtorres28
juanramirez35,sandraroberts64
dianemoore30,michaelcooper52
paulamorgan05,kathrynwilliams13
deniseanderson88,billywhite46
rosecooper94,jeandavis47
tammyclark84,walterpowell73
rubyprice38,aaronbennett26
terrysanders98,russellhayes33
lisahernandez82,justinscott71
evelynscott61,lindalee43
samuelperez60,marthasanchez31
joshuarivera90,jerryhughes47
kathrynramirez06,andrewsimmons10
ashleymartinez45,judithjohnson77
toddwilson56,lawrencedavis89
waynehernandez30,douglasparker51
carlosward27,larrypowell71
christinepowell28,martincooper38
emilydavis71,terryhall23
beverlybennett45,louisehayes20
kennethcoleman84,rogerdiaz45
matthewward32,waynephillips18
karengarcia20,stephenperez99
phyllisdiaz10,lillianlopez68
kennethhill54,janetmorris34
dennisedwards63,carlhenderson96
sharonmoore76,geraldgray63
jeansmith08,juanpeterson13
andrewlee41,craiglee64
juliaperez37,alansmith83
donnaperry20,ernestramirez15
nicolecooper80,terryramirez48
maryrodriguez62,judithpowell56
cherylwood74,juliaward07
paulgreen13,stephenlewis62
justinhayes72,ryanrogers58
martingray68,juliepatterson69
marialong36,heatherwood61
brucehayes23,deborahedwards25
paularussell30,dianagarcia25
timothybutler16,lawrencegray94
andrewrobinson28,harrylong67
craigbrooks96,heatherbell21
phyllisbell46,peterhill09
catherinemartinez83,janebutler97
jeffreyjones19,loismoore52
annepeterson06,dorothybarnes07
shawnlong83,jeanmorgan77
ernestbennett31,nicholashenderson06
howardmurphy39,brucerodriguez06
rachelreed70,nancycollins87
wandaevans43,craigwood00
stephenlopez00,dorisyoung30
dorisgarcia27,toddbryant20
keithphillips05,edwardperry42
michaellopez43,toddclark90
shawnwilson69,brucemurphy92
janepowell14,jeansimmons80
jacquelinemartinez54,adampowell91
fredhill15,alicebarnes57
raymondbennett27,douglasperez17
helenwood40,paularamirez69
janicerogers21,denisecoleman01
andreabarnes74,sharonbell05
scottwright95,patriciawright64
jessejohnson78,stephenparker06
nicolerichardson07,judywalker06
rubyadams23,terrygreen21
edwardbennett17,timothylopez91
amandaphillips00,anniehoward86
jeanpeterson12,christinejackson03
gregorycox87,anniesanchez31
loissanchez56,rogerallen72
janesanders71,williamturner16
toddlewis53,katherinegonzales00
kathleenreed99,robinbaker98
matthewmartinez23,keithgreen08
waynemartin79,rebeccasimmons13
theresahall80,ralphjohnson59
jamesnelson36,shawnmartinez07
williecollins38,jimmysanchez75
paulmiller97,seanthomas95
philipwood01,marthahernandez28
joeedwards24,anthonycox76
eugenejohnson84,christineroberts95
bettycampbell15,rebeccaperez13
joeperez74,margaretallen81
seanpowell92,walterevans46
markphillips04,karenrodriguez90
michellehayes91,katherineprice92
janicesanchez39,charleshill79
ronaldjenkins78,carolynroberts88
barbaraturner43,katherinewilliams25
evelyngonzales34,kathleenscott64
paulabennett63,alanpowell66
francesnelson06,louiswhite35
christophertorres30,juliebrown29
jackbailey13,nicholasthompson85
lindawatson61,donnalee12
christineprice15,juliemoore63
rogercollins36,ralphgriffin12
thomashall95,louiskelly29
eugenethomas95,wandabryant70
marygray20,joanwatson59
helenscott03,edwardhoward01
christhompson35,judywilson36
toddnelson85,loisperez73
dorothyhayes38,rosealexander96
judithbaker18,donnafoster88
brendarivera34,williewilliams05
kennethjackson38,sarahflores62
joyceprice08,cherylcampbell49
bobbyramirez39,antonioadams02
alicetorres25,loisjames92
marilynbrooks44,adamclark43
andreabrown48,paulasmith13
ronaldcook81,ernestross02
edwardramirez92,emilywashington84
lawrencereed18,kimberlyrobinson90
barbaraturner43,markrobinson69
danielthomas26,shirleynelson17
alanrichardson07,brucesanders41
jimmyjohnson25,rubyjohnson96
juansanchez24,jimmyjenkins89
ernestkelly49,theresapeterson93
christinaphillips77,cynthiawilson80
kathybrooks20,michaelward84
christophergray42,racheljohnson26
juliacooper33,pamelajohnson50
donnalopez28,joshuawood04
josephross09,debrajames45
michaelpatterson28,scottlong21
joanwilson29,rachelpeterson97
howardrichardson50,richardjackson52
kellybrown80,irenecox33
phillipwalker26,paulsanders93
ronaldbailey50,ericbell73
annakelly81,kimberlykelly01
janiceallen23,saramorgan97
louiserivera96,loiswood79
craigbell97,heatherphillips11
ruthbaker13,rachelmoore45
brendawright33,bettybutler46
kevinking95,kathrynmurphy19
carolbennett69,anniebell38
phillipgriffin02,carolynbennett35
thomasallen68,joeturner03
louishill09,anthonyhernandez47
brianbrown01,seangonzales81
kennethmitchell39,denisemorris54
marthamiller96,larryhill37
virginiabrooks47,louisgonzales43
nicholaswilson89,alanbutler54
shirleysimmons22,paularichardson06
bobbybrooks87,ernestyoung33
donnarichardson96,beverlypowell58
ruthpowell70,edwardrussell87
dorothyrodriguez49,rubyyoung80
judithscott69,paulrobinson02
kathleenbrooks27,nancywilliams69
jacquelinewashington30,kathleenwilliams15
francesallen13,jessewright61
brucepeterson98,beverlyalexander55
robingarcia13,edwardhernandez23
timothyreed65,sharongriffin74
stephaniesanchez11,ralphcoleman15
bobbysmith74,carolgonzalez35
carldiaz66,christinaprice40
ashleywright85,jackrogers30
rubycollins95,rubymiller34
carlgarcia68,charlesjenkins92
julieedwards29,joebrooks99
donnawilliams00,kennethhayes05
jackhayes19,irenesanchez54
josephgriffin12,judithhall38
stephenphillips50,matthewgarcia30
rachelyoung32,kellybryant96
jesselong22,tinawashington46
jessicaperry21,judypeterson11
mariaphillips80,melissaedwards41
shawnrussell44,ireneperez53
jacquelineturner60,harrymartinez16
jackthomas55,maryalexander31
kathleenrussell52,stevenrogers39
mildreddavis22,gregoryrodriguez46
marilynjackson90,virginiarussell24
alicewatson44,catherinegonzalez14
francesross74,catherinebennett56
seanedwards18,christinamitchell32
tinalopez72,rebeccabailey08
peterfoster59,paulataylor71
ericking76,gloriamartinez80
deniserobinson10,cynthiataylor22
edwardsmith22,donnagray99
debraking99,andrewphillips66
pamelabutler90,karenprice26
brianjackson98,rachelyoung32
douglasmartinez15,nancyroberts33
danielrichardson61,ireneking38
wandajones03,saralong95
larrydavis03,eugeneanderson85
andrewallen50,christophermorris75
briancampbell17,johnnykelly37
andreaross02,normabarnes14
lisahughes54,patrickgonzales45
judithlee66,howardlewis84
rogertorres25,elizabethrogers91
stephenbarnes66,gregorygreen95
shirleyjones37,seanrivera79
waynephillips18,nicholashill23
michellejackson87,waynetaylor27
judithrobinson46,helenwood40
ernestramirez15,brendayoung80
robertking22,juanramirez35
stephenjones50,larryalexander76
howarddavis17,christinamiller65
jacquelinemartinez54,donaldgonzalez94
russellbryant30,rachelbryant96
sarajackson55,matthewcampbell74
tinasanders62,juliathompson26
harryrussell03,michellegarcia99
kevincox02,maryhayes25
gloriathompson25,ashleycook22
craighall75,annaturner72
anncarter71,ashleyevans60
brucegarcia94,doriswatson06
anthonywashington37,eugeneevans21
mariacoleman18,joehughes53
paulabennett63,franceshill32
mildredevans89,williejohnson26
deniseflores23,jacquelinemartin85
marilynlopez72,adamreed24
brianmiller68,edwardperez34
marthadavis55,susanjames71
michaeljames40,howardbennett30
antonionelson69,stephanieanderson30
rogersmith80,bonniesanders81
margaretalexander46,karenperry79
helenlewis61,melissaturner24
kevinmoore99,marypatterson50
lillianmurphy39,virginiamartinez54
dianalong61,jeanturner28
rachelward93,karenmartin56
pamelaalexander71,cynthiabarnes40
anthonykelly13,jeanmitchell12
jeffreyperry25,alicecoleman61
howardmartin05,arthurnelson16
lindahill36,carolynmorris98
jeffreyjones19,williamcarter49
clarencegray95,patriciawilliams88
robertmorgan84,anthonygonzales72
russellharris44,ruthpeterson52
terrymitchell90,lisahoward71
christopherstewart83,nicolemartinez35
deborahwright90,sandrabrooks61
elizabethbailey72,robinbell97
bonniebennett01,martinsmith25
janetedwards93,mildredking44
petercox24,jesserogers24
tammylopez87,annieward01
juliereed59,theresaward41
karenhughes15,williamhoward75
janetramirez30,terrywilliams04
wandakelly98,jacklong53
denisehernandez06,dorothynelson75
christinayoung46,kellyscott98
shirleywhite41,robingriffin05
brandonhayes38,saralewis66
michaelcox55,victoradams85
juliaward07,catherinewatson46
stephengriffin44,ralphcampbell29
caroljones65,nicholaslee94
philliplopez88,ralphlong40
johnmartin62,anniebutler12
jackward23,craigscott46
johnross30,mariawashington80
williamcollins14,emilyroberts28
jessealexander02,lilliananderson52
janeyoung44,deborahwilson13
katherinedavis83,annwhite82
